日期维度,业务大类,业务,产品,城市,金额区间,交易笔数,交易金额
2025/2/11,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,9,22154.5
2025/2/11,惠居,省心租,支付宝APP,南京,c 1000-5000,114,292683.8
2025/2/11,惠居,省心租,快捷,南京,c 1000-5000,2,7506
2025/2/11,惠居,省心租,微信小程序,南京,c 1000-5000,154,357421.1
2025/2/11,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,11,26474
2025/2/11,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,12,82639.04
2025/2/11,惠居,省心租,云闪付小程序,南京,d 5000-10000,2,13340.4
2025/2/11,惠居,省心租,微信小程序,南京,d 5000-10000,60,466279.6
2025/2/11,惠居,省心租,快捷,南京,d 5000-10000,3,22584
2025/2/11,惠居,省心租,支付宝APP,南京,d 5000-10000,92,665979
2025/2/11,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,8,59114.4
2025/2/11,惠居,省心租,支付宝花呗分期,南京,d 5000-10000,2,17172
2025/2/11,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,3,34490.4
2025/2/11,惠居,省心租,支付宝APP,南京,e 10000-20000,21,257023.2
2025/2/11,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,2,22680
2025/2/11,惠居,省心租,微信小程序,南京,e 10000-20000,23,266117
2025/2/12,惠居,省心租,贝易转网银转账收款,南京,a <500,2,6
2025/2/12,惠居,省心租,微信小程序,南京,a <500,1,345
2025/2/12,惠居,省心租,支付宝APP,南京,a <500,3,1231.7
2025/2/12,惠居,省心租,微信小程序,南京,b 500-1000,2,1585
2025/2/12,惠居,省心租,支付宝APP,南京,b 500-1000,4,2656.3
2025/2/12,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,10,23285
2025/2/12,惠居,省心租,支付宝APP,南京,c 1000-5000,86,233375.93
2025/2/12,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,11,26732.48
2025/2/12,惠居,省心租,云闪付小程序,南京,c 1000-5000,1,2100
2025/2/12,惠居,省心租,支付宝花呗分期,南京,c 1000-5000,6,14996.8
2025/2/12,惠居,省心租,微信小程序,南京,c 1000-5000,169,399002.04
2025/2/12,惠居,省心租,支付宝APP,南京,d 5000-10000,67,490682.66
2025/2/12,惠居,省心租,云闪付小程序,南京,d 5000-10000,1,6804
2025/2/12,惠居,省心租,支付宝花呗分期,南京,d 5000-10000,4,25920
2025/2/12,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,11,80402.4
2025/2/12,惠居,省心租,微信小程序,南京,d 5000-10000,69,495594.3
2025/2/12,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,7,48291
2025/2/12,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,5,59438.4
2025/2/12,惠居,省心租,支付宝APP,南京,e 10000-20000,21,255722.4
2025/2/12,惠居,省心租,微信小程序,南京,e 10000-20000,19,237857
2025/2/12,惠居,省心租,支付宝花呗分期,南京,e 10000-20000,1,11016
2025/2/12,惠居,省心租,聚分期,南京,e 10000-20000,1,11491
2025/2/12,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,3,44763
2025/2/12,惠居,省心租,云闪付小程序,南京,e 10000-20000,1,11016
2025/2/13,惠居,省心租,支付宝APP,南京,a <500,1,300
2025/2/13,惠居,省心租,微信小程序,南京,a <500,2,202
2025/2/13,惠居,省心租,贝易转网银转账收款,南京,a <500,1,5
2025/2/13,惠居,省心租,支付宝APP,南京,b 500-1000,5,2908
2025/2/13,惠居,省心租,微信小程序,南京,b 500-1000,4,2390
2025/2/13,惠居,省心租,快捷,南京,c 1000-5000,1,2860
2025/2/13,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,6,15257.67
2025/2/13,惠居,省心租,微信小程序,南京,c 1000-5000,182,432836.72
2025/2/13,惠居,省心租,支付宝APP,南京,c 1000-5000,122,302023.49
2025/2/13,惠居,省心租,云闪付小程序,南京,c 1000-5000,1,3000
2025/2/13,惠居,省心租,支付宝花呗分期,南京,c 1000-5000,2,8484
2025/2/13,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,8,18227.6
2025/2/13,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,15,111692
2025/2/13,惠居,省心租,微信小程序,南京,d 5000-10000,63,451708.8
2025/2/13,惠居,省心租,聚分期,南京,d 5000-10000,1,5107.2
2025/2/13,惠居,省心租,支付宝APP,南京,d 5000-10000,82,596373.18
2025/2/13,惠居,省心租,快捷,南京,d 5000-10000,2,13932
2025/2/13,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,7,49684.8
2025/2/13,惠居,省心租,微信小程序,南京,e 10000-20000,16,193649
2025/2/13,惠居,省心租,支付宝APP,南京,e 10000-20000,19,235646
2025/2/13,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,2,26384.4
2025/2/13,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,7,87692.4
2025/2/14,惠居,省心租,微信小程序,南京,a <500,2,325.67
2025/2/14,惠居,省心租,支付宝APP,南京,a <500,4,911.71
2025/2/14,惠居,省心租,微信小程序,南京,b 500-1000,4,2666
2025/2/14,惠居,省心租,支付宝花呗分期,南京,b 500-1000,1,710
2025/2/14,惠居,省心租,支付宝APP,南京,b 500-1000,6,4219.5
2025/2/14,惠居,省心租,云闪付小程序,南京,c 1000-5000,1,1980
2025/2/14,惠居,省心租,支付宝花呗分期,南京,c 1000-5000,4,9370
2025/2/14,惠居,省心租,微信小程序,南京,c 1000-5000,248,616977.37
2025/2/14,惠居,省心租,支付宝APP,南京,c 1000-5000,168,400814.03
2025/2/14,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,12,31976.4
2025/2/14,惠居,省心租,快捷,南京,c 1000-5000,2,6105
2025/2/14,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,7,13541
2025/2/14,惠居,省心租,云闪付小程序,南京,d 5000-10000,2,11861.4
2025/2/14,惠居,省心租,支付宝APP,南京,d 5000-10000,83,613849.67
2025/2/14,惠居,省心租,微信小程序,南京,d 5000-10000,79,574375.88
2025/2/14,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,9,63363.4
2025/2/14,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,7,50658
2025/2/14,惠居,省心租,支付宝花呗分期,南京,d 5000-10000,1,6804
2025/2/14,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,3,32078.6
2025/2/14,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,1,10530
2025/2/14,惠居,省心租,微信小程序,南京,e 10000-20000,15,179914.8
2025/2/14,惠居,省心租,支付宝APP,南京,e 10000-20000,32,404979.2
2025/2/14,惠居,省心租,支付宝APP,南京,f 20000-50000,1,20412
2025/2/15,惠居,省心租,贝易转网银转账收款,南京,a <500,2,6
2025/2/15,惠居,省心租,支付宝APP,南京,a <500,3,1133.21
2025/2/15,惠居,省心租,云闪付小程序,南京,b 500-1000,1,500
2025/2/15,惠居,省心租,微信小程序,南京,b 500-1000,4,3140
2025/2/15,惠居,省心租,支付宝APP,南京,b 500-1000,8,5707
2025/2/15,惠居,省心租,微信小程序,南京,c 1000-5000,280,671513.87
2025/2/15,惠居,省心租,支付宝花呗分期,南京,c 1000-5000,4,7276
2025/2/15,惠居,省心租,微信APP,南京,c 1000-5000,1,2700
2025/2/15,惠居,省心租,云闪付小程序,南京,c 1000-5000,6,14042
2025/2/15,惠居,省心租,支付宝APP,南京,c 1000-5000,174,437566.6
2025/2/15,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,15,39191
2025/2/15,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,15,42880
2025/2/15,惠居,省心租,聚分期,南京,c 1000-5000,1,2688
2025/2/15,惠居,省心租,快捷,南京,c 1000-5000,1,2415
2025/2/15,惠居,省心租,支付宝花呗分期,南京,d 5000-10000,1,9720
2025/2/15,惠居,省心租,微信小程序,南京,d 5000-10000,96,704018.9
2025/2/15,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,7,53215.8
2025/2/15,惠居,省心租,支付宝APP,南京,d 5000-10000,89,645497.1
2025/2/15,惠居,省心租,快捷,南京,d 5000-10000,2,14256
2025/2/15,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,5,36249
2025/2/15,惠居,省心租,云闪付小程序,南京,d 5000-10000,1,8484
2025/2/15,惠居,省心租,云闪付小程序,南京,e 10000-20000,1,10692
2025/2/15,惠居,省心租,支付宝APP,南京,e 10000-20000,21,262966.6
2025/2/15,惠居,省心租,微信小程序,南京,e 10000-20000,18,210158.4
2025/2/15,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,1,10530
2025/2/15,惠居,省心租,微信小程序,南京,f 20000-50000,1,21000
2025/2/16,惠居,省心租,贝易转网银转账收款,南京,a <500,1,3
2025/2/16,惠居,省心租,微信小程序,南京,a <500,1,106.67
2025/2/16,惠居,省心租,微信小程序,南京,b 500-1000,5,3395
2025/2/16,惠居,省心租,支付宝APP,南京,b 500-1000,6,3773
2025/2/16,惠居,省心租,微信小程序,南京,c 1000-5000,218,527755.42
2025/2/16,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,13,31770
2025/2/16,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,11,27693
2025/2/16,惠居,省心租,支付宝花呗分期,南京,c 1000-5000,2,3709.68
2025/2/16,惠居,省心租,云闪付小程序,南京,c 1000-5000,6,12909
2025/2/16,惠居,省心租,快捷,南京,c 1000-5000,5,12410
2025/2/16,惠居,省心租,支付宝APP,南京,c 1000-5000,124,326537.94
2025/2/16,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,16,115800.8
2025/2/16,惠居,省心租,云闪付小程序,南京,d 5000-10000,3,23004
2025/2/16,惠居,省心租,快捷,南京,d 5000-10000,1,8100
2025/2/16,惠居,省心租,微信小程序,南京,d 5000-10000,74,555910.8
2025/2/16,惠居,省心租,支付宝APP,南京,d 5000-10000,85,619865.63
2025/2/16,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,19,137756.2
2025/2/16,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,1,10693.2
2025/2/16,惠居,省心租,微信小程序,南京,e 10000-20000,13,152732.2
2025/2/16,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,5,54117.6
2025/2/16,惠居,省心租,支付宝APP,南京,e 10000-20000,16,188487.4
2025/2/17,惠居,省心租,微信小程序,南京,a <500,1,400
2025/2/17,惠居,省心租,支付宝APP,南京,a <500,2,372.34
2025/2/17,惠居,省心租,支付宝APP,南京,b 500-1000,9,6526.71
2025/2/17,惠居,省心租,微信小程序,南京,b 500-1000,11,5503
2025/2/17,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,13,33907
2025/2/17,惠居,省心租,云闪付小程序,南京,c 1000-5000,2,3080
2025/2/17,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,10,22511
2025/2/17,惠居,省心租,快捷,南京,c 1000-5000,2,5060
2025/2/17,惠居,省心租,支付宝APP,南京,c 1000-5000,149,368238.64
2025/2/17,惠居,省心租,微信小程序,南京,c 1000-5000,207,483775.24
2025/2/17,惠居,省心租,支付宝APP,南京,d 5000-10000,96,704587.6
2025/2/17,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,11,75812.4
2025/2/17,惠居,省心租,微信小程序,南京,d 5000-10000,72,510300.8
2025/2/17,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,12,90424.4
2025/2/17,惠居,省心租,云闪付小程序,南京,d 5000-10000,2,12312
2025/2/17,惠居,省心租,支付宝APP,南京,e 10000-20000,21,264484.2
2025/2/17,惠居,省心租,支付宝花呗分期,南京,e 10000-20000,1,12960
2025/2/17,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,1,11016
2025/2/17,惠居,省心租,微信小程序,南京,e 10000-20000,19,230256.6
2025/2/17,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,3,36057.6
2025/2/18,惠居,省心租,贝易转网银转账收款,南京,a <500,5,18.8
2025/2/18,惠居,省心租,微信小程序,南京,a <500,2,649.6
2025/2/18,惠居,省心租,微信小程序,南京,b 500-1000,2,1100
2025/2/18,惠居,省心租,支付宝APP,南京,b 500-1000,6,3532
2025/2/18,惠居,省心租,贝易转直联收款至银行,南京,b 500-1000,1,500
2025/2/18,惠居,省心租,云闪付小程序,南京,c 1000-5000,2,4268
2025/2/18,惠居,省心租,微信小程序,南京,c 1000-5000,182,425997.3
2025/2/18,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,6,14676.6
2025/2/18,惠居,省心租,快捷,南京,c 1000-5000,1,1995
2025/2/18,惠居,省心租,支付宝APP,南京,c 1000-5000,118,309495.52
2025/2/18,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,10,21940
2025/2/18,惠居,省心租,支付宝花呗分期,南京,d 5000-10000,1,7821
2025/2/18,惠居,省心租,微信小程序,南京,d 5000-10000,51,368947.13
2025/2/18,惠居,省心租,快捷,南京,d 5000-10000,2,15876
2025/2/18,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,9,68430
2025/2/18,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,13,96551.96
2025/2/18,惠居,省心租,支付宝APP,南京,d 5000-10000,77,556859.4
2025/2/18,惠居,省心租,云闪付小程序,南京,d 5000-10000,1,7128
2025/2/18,惠居,省心租,支付宝APP,南京,e 10000-20000,16,180660.2
2025/2/18,惠居,省心租,微信小程序,南京,e 10000-20000,17,202359.52
2025/2/18,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,7,85064.4
2025/2/18,惠居,省心租,支付宝花呗分期,南京,e 10000-20000,1,11664
2025/2/19,惠居,省心租,贝易转网银转账收款,南京,a <500,2,4
2025/2/19,惠居,省心租,支付宝APP,南京,a <500,3,687.67
2025/2/19,惠居,省心租,贝易转直联收款至银行,南京,b 500-1000,1,674.67
2025/2/19,惠居,省心租,微信小程序,南京,b 500-1000,2,1844
2025/2/19,惠居,省心租,支付宝APP,南京,b 500-1000,4,3016.53
2025/2/19,惠居,省心租,微信小程序,南京,c 1000-5000,189,464980
2025/2/19,惠居,省心租,快捷,南京,c 1000-5000,6,14773
2025/2/19,惠居,省心租,支付宝花呗分期,南京,c 1000-5000,4,11082
2025/2/19,惠居,省心租,云闪付小程序,南京,c 1000-5000,3,11436
2025/2/19,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,17,46559
2025/2/19,惠居,省心租,聚分期,南京,c 1000-5000,1,3000
2025/2/19,惠居,省心租,支付宝APP,南京,c 1000-5000,121,314038.68
2025/2/19,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,13,29260
2025/2/19,惠居,省心租,支付宝APP,南京,d 5000-10000,76,580071.52
2025/2/19,惠居,省心租,聚分期,南京,d 5000-10000,1,7660.8
2025/2/19,惠居,省心租,微信小程序,南京,d 5000-10000,71,517870.04
2025/2/19,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,12,91138.8
2025/2/19,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,13,86749.4
2025/2/19,惠居,省心租,快捷,南京,d 5000-10000,3,17994
2025/2/19,惠居,省心租,云闪付小程序,南京,e 10000-20000,1,10044
2025/2/19,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,2,22580.64
2025/2/19,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,8,89952.8
2025/2/19,惠居,省心租,微信小程序,南京,e 10000-20000,17,193230
2025/2/19,惠居,省心租,支付宝APP,南京,e 10000-20000,22,262171.8
2025/2/20,惠居,省心租,支付宝APP,南京,a <500,4,940
2025/2/20,惠居,省心租,贝易转网银转账收款,南京,a <500,3,14
2025/2/20,惠居,省心租,微信小程序,南京,a <500,3,892
2025/2/20,惠居,省心租,贝易转网银转账收款,南京,b 500-1000,1,500
2025/2/20,惠居,省心租,微信小程序,南京,b 500-1000,7,5270.8
2025/2/20,惠居,省心租,支付宝APP,南京,b 500-1000,9,6713
2025/2/20,惠居,省心租,云闪付小程序,南京,c 1000-5000,3,8534
2025/2/20,惠居,省心租,银联线上支付,南京,c 1000-5000,1,2100
2025/2/20,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,17,43650
2025/2/20,惠居,省心租,支付宝APP,南京,c 1000-5000,131,307962.86
2025/2/20,惠居,省心租,支付宝花呗分期,南京,c 1000-5000,4,6602
2025/2/20,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,12,28003.8
2025/2/20,惠居,省心租,微信APP,南京,c 1000-5000,1,4800
2025/2/20,惠居,省心租,微信小程序,南京,c 1000-5000,219,499613.89
2025/2/20,惠居,省心租,聚分期,南京,c 1000-5000,1,2640
2025/2/20,惠居,省心租,快捷,南京,c 1000-5000,1,2464
2025/2/20,惠居,省心租,支付宝APP,南京,d 5000-10000,81,587685.36
2025/2/20,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,10,67210.6
2025/2/20,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,14,101000.03
2025/2/20,惠居,省心租,微信小程序,南京,d 5000-10000,74,544304.4
2025/2/20,惠居,省心租,快捷,南京,d 5000-10000,2,11971.8
2025/2/20,惠居,省心租,云闪付小程序,南京,d 5000-10000,3,24786
2025/2/20,惠居,省心租,云闪付小程序,南京,e 10000-20000,1,13087.2
2025/2/20,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,6,75006
2025/2/20,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,3,38790
2025/2/20,惠居,省心租,微信小程序,南京,e 10000-20000,9,98941.6
2025/2/20,惠居,省心租,支付宝APP,南京,e 10000-20000,26,319998.6
2025/2/21,惠居,省心租,支付宝APP,南京,a <500,1,336
2025/2/21,惠居,省心租,微信小程序,南京,a <500,2,879.33
2025/2/21,惠居,省心租,贝易转网银转账收款,南京,a <500,1,3
2025/2/21,惠居,省心租,微信小程序,南京,b 500-1000,5,3596
2025/2/21,惠居,省心租,支付宝APP,南京,b 500-1000,2,1092
2025/2/21,惠居,省心租,快捷,南京,c 1000-5000,1,2352
2025/2/21,惠居,省心租,聚分期,南京,c 1000-5000,2,6415.4
2025/2/21,惠居,省心租,微信小程序,南京,c 1000-5000,161,389636
2025/2/21,惠居,省心租,支付宝花呗分期,南京,c 1000-5000,9,21607
2025/2/21,惠居,省心租,银联线上支付,南京,c 1000-5000,1,2800
2025/2/21,惠居,省心租,支付宝APP,南京,c 1000-5000,126,294736.6
2025/2/21,惠居,省心租,云闪付小程序,南京,c 1000-5000,3,6460
2025/2/21,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,12,35985.6
2025/2/21,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,14,37888.8
2025/2/21,惠居,省心租,云闪付小程序,南京,d 5000-10000,2,13512
2025/2/21,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,6,43298
2025/2/21,惠居,省心租,快捷,南京,d 5000-10000,1,7854
2025/2/21,惠居,省心租,支付宝花呗分期,南京,d 5000-10000,2,11340
2025/2/21,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,10,80956.8
2025/2/21,惠居,省心租,微信小程序,南京,d 5000-10000,73,532889.36
2025/2/21,惠居,省心租,支付宝APP,南京,d 5000-10000,76,547078.76
2025/2/21,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,3,31760
2025/2/21,惠居,省心租,支付宝APP,南京,e 10000-20000,22,255499.48
2025/2/21,惠居,省心租,微信小程序,南京,e 10000-20000,17,190572
2025/2/21,惠居,省心租,支付宝花呗分期,南京,e 10000-20000,1,10886.4
2025/2/21,惠居,省心租,支付宝APP,南京,f 20000-50000,1,21705.6
2025/2/22,惠居,省心租,贝易转网银转账收款,南京,a <500,1,5
2025/2/22,惠居,省心租,微信APP,南京,a <500,1,374.13
2025/2/22,惠居,省心租,贝易转直联收款至银行,南京,a <500,2,440
2025/2/22,惠居,省心租,贝易转直联收款至银行,南京,b 500-1000,1,600
2025/2/22,惠居,省心租,微信小程序,南京,b 500-1000,2,1101
2025/2/22,惠居,省心租,支付宝APP,南京,b 500-1000,7,4568
2025/2/22,惠居,省心租,支付宝APP,南京,c 1000-5000,123,281554.4
2025/2/22,惠居,省心租,微信小程序,南京,c 1000-5000,202,470355.64
2025/2/22,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,7,20149.5
2025/2/22,惠居,省心租,支付宝花呗分期,南京,c 1000-5000,5,14654
2025/2/22,惠居,省心租,云闪付小程序,南京,c 1000-5000,6,14048
2025/2/22,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,3,7425
2025/2/22,惠居,省心租,快捷,南京,c 1000-5000,2,4812
2025/2/22,惠居,省心租,聚分期,南京,d 5000-10000,1,6480
2025/2/22,惠居,省心租,支付宝APP,南京,d 5000-10000,63,455710.32
2025/2/22,惠居,省心租,微信小程序,南京,d 5000-10000,61,440411.6
2025/2/22,惠居,省心租,云闪付小程序,南京,d 5000-10000,3,22481.56
2025/2/22,惠居,省心租,支付宝花呗分期,南京,d 5000-10000,1,7776
2025/2/22,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,10,74033.6
2025/2/22,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,12,91848.6
2025/2/22,惠居,省心租,支付宝APP,南京,e 10000-20000,16,209795.8
2025/2/22,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,6,63998.4
2025/2/22,惠居,省心租,微信小程序,南京,e 10000-20000,12,138953.1
2025/2/22,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,3,31259.4
2025/2/23,惠居,省心租,贝易转网银转账收款,南京,a <500,6,31
2025/2/23,惠居,省心租,支付宝APP,南京,a <500,1,300
2025/2/23,惠居,省心租,微信小程序,南京,b 500-1000,2,1444
2025/2/23,惠居,省心租,支付宝APP,南京,b 500-1000,9,5344
2025/2/23,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,8,18275
2025/2/23,惠居,省心租,支付宝APP,南京,c 1000-5000,109,282880.82
2025/2/23,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,13,32822
2025/2/23,惠居,省心租,云闪付小程序,南京,c 1000-5000,1,2576
2025/2/23,惠居,省心租,支付宝花呗分期,南京,c 1000-5000,3,10192
2025/2/23,惠居,省心租,快捷,南京,c 1000-5000,3,7840
2025/2/23,惠居,省心租,微信小程序,南京,c 1000-5000,176,420182.68
2025/2/23,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,6,40232.4
2025/2/23,惠居,省心租,微信小程序,南京,d 5000-10000,85,639534.4
2025/2/23,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,6,43737
2025/2/23,惠居,省心租,支付宝APP,南京,d 5000-10000,77,562308.4
2025/2/23,惠居,省心租,云闪付小程序,南京,d 5000-10000,2,15714
2025/2/23,惠居,省心租,支付宝花呗分期,南京,d 5000-10000,2,15226
2025/2/23,惠居,省心租,支付宝APP,南京,e 10000-20000,17,203625
2025/2/23,惠居,省心租,微信小程序,南京,e 10000-20000,18,223281
2025/2/23,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,1,10692
2025/2/23,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,5,53811
2025/2/24,惠居,省心租,贝易转网银转账收款,南京,a <500,2,30
2025/2/24,惠居,省心租,支付宝花呗分期,南京,a <500,1,340
2025/2/24,惠居,省心租,微信小程序,南京,a <500,2,490
2025/2/24,惠居,省心租,支付宝APP,南京,b 500-1000,8,5129
2025/2/24,惠居,省心租,快捷,南京,b 500-1000,1,600
2025/2/24,惠居,省心租,微信小程序,南京,b 500-1000,1,605
2025/2/24,惠居,省心租,支付宝APP,南京,c 1000-5000,106,273844.36
2025/2/24,惠居,省心租,微信小程序,南京,c 1000-5000,153,367938.5
2025/2/24,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,15,42721.6
2025/2/24,惠居,省心租,支付宝花呗分期,南京,c 1000-5000,2,3090
2025/2/24,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,11,35006
2025/2/24,惠居,省心租,云闪付小程序,南京,c 1000-5000,2,4350
2025/2/24,惠居,省心租,支付宝APP,南京,d 5000-10000,83,618478.43
2025/2/24,惠居,省心租,微信小程序,南京,d 5000-10000,66,487518.08
2025/2/24,惠居,省心租,云闪付小程序,南京,d 5000-10000,1,9072
2025/2/24,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,10,77396.2
2025/2/24,惠居,省心租,快捷,南京,d 5000-10000,3,16925.4
2025/2/24,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,9,71528.76
2025/2/24,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,3,32400
2025/2/24,惠居,省心租,微信小程序,南京,e 10000-20000,14,177682.8
2025/2/24,惠居,省心租,支付宝APP,南京,e 10000-20000,24,297647.2
2025/2/24,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,3,34047
2025/2/24,惠居,省心租,支付宝APP,南京,f 20000-50000,1,20314.8
2025/2/25,惠居,省心租,微信小程序,南京,a <500,4,867.46
2025/2/25,惠居,省心租,支付宝APP,南京,a <500,4,537.94
2025/2/25,惠居,省心租,支付宝APP,南京,b 500-1000,7,4472
2025/2/25,惠居,省心租,微信小程序,南京,b 500-1000,5,3224
2025/2/25,惠居,省心租,微信小程序,南京,c 1000-5000,183,446592.4
2025/2/25,惠居,省心租,支付宝花呗分期,南京,c 1000-5000,6,13602
2025/2/25,惠居,省心租,支付宝APP,南京,c 1000-5000,151,377878.22
2025/2/25,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,9,22717.5
2025/2/25,惠居,省心租,云闪付小程序,南京,c 1000-5000,1,2000
2025/2/25,惠居,省心租,快捷,南京,c 1000-5000,1,1288
2025/2/25,惠居,省心租,聚分期,南京,c 1000-5000,1,2287.6
2025/2/25,惠居,省心租,贝易转网银转账收款,南京,c 1000-5000,10,24594
2025/2/25,惠居,省心租,贝易转网银转账收款,南京,d 5000-10000,13,96824.6
2025/2/25,惠居,省心租,支付宝花呗分期,南京,d 5000-10000,2,16070
2025/2/25,惠居,省心租,贝易转直联收款至银行,南京,d 5000-10000,16,116391.6
2025/2/25,惠居,省心租,微信小程序,南京,d 5000-10000,101,745322.28
2025/2/25,惠居,省心租,云闪付小程序,南京,d 5000-10000,1,6480
2025/2/25,惠居,省心租,支付宝APP,南京,d 5000-10000,117,854847.64
2025/2/25,惠居,省心租,支付宝花呗分期,南京,e 10000-20000,1,14580
2025/2/25,惠居,省心租,支付宝APP,南京,e 10000-20000,37,442466.58
2025/2/25,惠居,省心租,云闪付小程序,南京,e 10000-20000,1,10692
2025/2/25,惠居,省心租,微信小程序,南京,e 10000-20000,21,253782.3
2025/2/25,惠居,省心租,贝易转网银转账收款,南京,e 10000-20000,3,34054.72
2025/2/25,惠居,省心租,贝易转直联收款至银行,南京,e 10000-20000,7,85485.6
2025/2/25,惠居,省心租,微信小程序,南京,f 20000-50000,1,23328
2025/2/25,惠居,省心租,支付宝APP,南京,f 20000-50000,1,28090
2025/2/26,惠居,省心租,贝易转网银转账收款,南京,a <500,1,3
2025/2/26,惠居,省心租,支付宝APP,南京,a <500,4,543
2025/2/26,惠居,省心租,微信小程序,南京,a <500,2,296
2025/2/26,惠居,省心租,支付宝APP,南京,b 500-1000,7,3989.2
2025/2/26,惠居,省心租,微信小程序,南京,b 500-1000,4,2333.2
2025/2/26,惠居,省心租,贝易转直联收款至银行,南京,c 1000-5000,17,50300
2025/2/26,惠居,省心租,微信小程序,南京,c 1000-5000,162,388976
2025/2/26,惠居,省心租,支付宝花呗分期,南京,c 1000-5000,1,2200
